,Message,Init_pos,T0A0,T0A1,T0A2,T0A3,T1A0,T1A1,T1A2,T1A3,T2A0,T2A1,T2A2,T2A3,T3A0,T3A1,T3A2,T3A3,T4A0,T4A1,T4A2,T4A3
38,"['Prey', 'North', 'East']","[4, 3]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
39,"['Prey', 'North', 'East']","[3, 3]",2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
40,"['Prey', 'North', 'East']","[3, 4]",2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
41,"['Prey', 'North', 'East']","[3, 5]",2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
42,"['Prey', 'North', 'East']","[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
43,"['Prey', 'North', 'East']","[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
44,"['Prey', 'North', 'East']","[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
45,"['Prey', 'South', 'East']","[4, 4]",2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0
46,"['Prey', 'South', 'East']","[4, 5]",2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0
47,"['Prey', 'South', 'East']","[4, 3]",2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
48,"['Prey', 'South', 'East']","[3, 3]",2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,3,3,3,3
49,"['Prey', 'South', 'East']","[3, 4]",2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
50,"['Prey', 'South', 'East']","[3, 5]",2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3
51,"['Prey', 'South', 'East']","[5, 3]",2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
52,"['Prey', 'South', 'East']","[5, 4]",2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
53,"['Prey', 'South', 'East']","[5, 5]",2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
54,"['Prey', 'North', 'West']","[4, 4]",2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
55,"['Prey', 'North', 'West']","[4, 5]",2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
56,"['Prey', 'North', 'West']","[4, 3]",2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,1,1,1,1
57,"['Prey', 'North', 'West']","[3, 3]",2,2,2,2,2,2,2,2,4,4,4,4,1,1,1,1,4,4,4,4
58,"['Prey', 'North', 'West']","[3, 4]",2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
59,"['Prey', 'North', 'West']","[3, 5]",2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
60,"['Prey', 'North', 'West']","[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4
61,"['Prey', 'North', 'West']","[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4
62,"['Prey', 'North', 'West']","[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4
63,"['Prey', 'South', 'West']","[4, 4]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
64,"['Prey', 'South', 'West']","[4, 5]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
65,"['Prey', 'South', 'West']","[4, 3]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
66,"['Prey', 'South', 'West']","[3, 3]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
67,"['Prey', 'South', 'West']","[3, 4]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2
68,"['Prey', 'South', 'West']","[3, 5]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
69,"['Prey', 'South', 'West']","[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
70,"['Prey', 'South', 'West']","[5, 4]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0
71,"['Prey', 'South', 'West']","[5, 5]",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0
72,[],"[4, 4]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
73,[],"[4, 5]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
74,[],"[4, 3]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2
75,[],"[3, 3]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
76,[],"[3, 4]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
77,[],"[3, 5]",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
78,[],"[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
79,[],"[5, 4]",2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
80,[],"[5, 5]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
81,[],"[4, 4]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
82,[],"[4, 5]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
83,[],"[4, 3]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2
84,[],"[3, 3]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
85,[],"[3, 4]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
86,[],"[3, 5]",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
87,[],"[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
88,[],"[5, 4]",2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
89,[],"[5, 5]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
90,[],"[4, 4]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
91,[],"[4, 5]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
92,[],"[4, 3]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2
93,[],"[3, 3]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
94,[],"[3, 4]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
95,[],"[3, 5]",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
96,[],"[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
97,[],"[5, 4]",2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
98,[],"[5, 5]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
99,[],"[4, 4]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
100,[],"[4, 5]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
101,[],"[4, 3]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2
102,[],"[3, 3]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
103,[],"[3, 4]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
104,[],"[3, 5]",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
105,[],"[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
106,[],"[5, 4]",2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
107,[],"[5, 5]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
108,[],"[4, 4]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
109,[],"[4, 5]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
110,[],"[4, 3]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2
111,[],"[3, 3]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
112,[],"[3, 4]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
113,[],"[3, 5]",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
114,[],"[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
115,[],"[5, 4]",2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
116,[],"[5, 5]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
117,[],"[4, 4]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
118,[],"[4, 5]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
119,[],"[4, 3]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2
120,[],"[3, 3]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
121,[],"[3, 4]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
122,[],"[3, 5]",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
123,[],"[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
124,[],"[5, 4]",2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
125,[],"[5, 5]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
126,[],"[4, 4]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
127,[],"[4, 5]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
128,[],"[4, 3]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2
129,[],"[3, 3]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
130,[],"[3, 4]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
131,[],"[3, 5]",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
132,[],"[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
133,[],"[5, 4]",2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
134,[],"[5, 5]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
135,[],"[4, 4]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
136,[],"[4, 5]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
137,[],"[4, 3]",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2
138,[],"[3, 3]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
139,[],"[3, 4]",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
140,[],"[3, 5]",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
141,[],"[5, 3]",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
142,[],"[5, 4]",2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
143,[],"[5, 5]",2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
